txn_id,y_access_failure,y_maker_checker_breakdown,y_cbs_posting_failure,y_account_opening_failure,api_latency_ms,retry_count,peak_hour_flag,server_region,hour,day_of_week,is_weekend,latency_band,retry_band,otp_failure_flag,session_timeout_flag,token_mismatch_flag,external_dependency_failure_flag,client_network_drop_flag,app_crash_flag,middleware_timeout_flag,field_error_flag,error_field_name,caching_issue_flag,tat_minutes,tat_hours,tat_bucket,submission_hour,submission_day_of_week,peak_submission_flag,control_risk_score,api_call_status,api_latency_ms_cbs_int,retry_attempts,cbs_sync_status,reconciliation_flag,data_loss_flag,event_hour,event_day_of_week,peak_event_flag,api_latency_band_integration,retry_band_integration,sync_risk_score,account_type,channel,branch_id,txn_month,txn_day_of_week,end_to_end_friction_score,total_failure_layers,is_slow_auth,is_slow_cbs
TXN0057633,0,0,0,0,986,1,0,North,7,6,1,moderate,low,0,1,0,0,0,0,0,0,No_Error,0,129,2.15,>2h,7,6,0,1,Success,509,0,Synced,0,0,7,6,0,moderate,none,0,Current,Tablet,B117,3,6,1,0,0,0
TXN0046375,0,0,0,0,878,1,0,West,20,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,50,0.8333333333333334,30-60m,20,6,0,0,Success,910,0,Synced,0,0,20,6,0,moderate,none,0,Savings,Mobile,B335,3,6,0,0,0,0
TXN0053820,0,1,0,0,635,1,0,North,3,6,1,moderate,low,0,0,0,0,0,0,0,1,DOB,0,149,2.4833333333333334,>2h,3,6,0,2,Success,611,0,Synced,0,0,3,6,0,moderate,none,0,Savings,Mobile,B574,3,6,2,1,0,0
TXN0065026,1,0,0,0,3264,1,1,East,10,6,1,very_high,low,0,1,0,1,0,1,0,0,No_Error,0,170,2.833333333333333,>2h,10,6,1,1,Success,652,0,Synced,0,0,10,6,1,moderate,none,0,Current,Mobile,B137,3,6,3,1,1,0
TXN0016302,0,0,0,0,521,1,0,North,5,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,157,2.6166666666666667,>2h,5,6,0,1,Success,670,0,Synced,0,0,5,6,0,moderate,none,0,Savings,Tablet,B412,3,6,1,0,0,0
TXN0074133,0,0,0,0,1199,1,0,North,19,6,1,high,low,0,0,0,0,0,0,1,0,No_Error,0,133,2.216666666666667,>2h,19,6,0,1,Success,1165,0,Synced,0,0,19,6,0,high,none,1,Savings,Tablet,B518,3,6,2,0,1,1
TXN0058378,1,0,0,1,686,1,0,West,17,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,132,2.2,>2h,17,6,0,1,Success,881,0,Synced,0,0,17,6,0,moderate,none,0,Current,Mobile,B587,3,6,1,1,0,0
TXN0095249,1,0,0,0,240,1,0,West,12,6,1,low,low,0,0,0,0,1,0,0,0,No_Error,0,45,0.75,30-60m,12,6,0,0,Success,1079,0,Synced,0,0,12,6,0,high,none,1,Savings,Mobile,B404,3,6,1,1,0,1
TXN0091921,1,0,0,0,820,1,0,West,3,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,60,1.0,30-60m,3,6,0,0,Success,716,0,Synced,0,0,3,6,0,moderate,none,0,Savings,Tablet,B521,3,6,0,1,0,0
TXN0013471,1,1,0,0,703,2,0,South,6,6,1,moderate,medium,0,1,0,1,0,0,0,1,KYC_ID,0,105,1.75,1-2h,6,6,0,2,Success,476,0,Synced,0,0,6,6,0,low,none,0,Savings,Mobile,B461,3,6,2,2,0,0
TXN0006491,0,1,0,0,542,3,0,East,22,6,1,moderate,high,0,0,0,0,0,0,0,1,DOB,1,83,1.3833333333333333,1-2h,22,6,0,3,Success,832,0,Synced,0,0,22,6,0,moderate,none,0,Current,Tablet,B542,3,6,3,1,0,0
TXN0059741,0,0,0,0,1015,2,0,East,14,6,1,high,medium,1,0,0,0,0,0,0,0,No_Error,0,53,0.8833333333333333,30-60m,14,6,0,0,Success,618,0,Synced,0,0,14,6,0,moderate,none,0,Savings,Tablet,B360,3,6,0,0,1,0
TXN0027697,0,0,0,0,1797,1,1,East,11,6,1,high,low,1,1,0,0,0,0,0,0,No_Error,0,73,1.2166666666666666,1-2h,11,6,1,1,Success,1093,0,Synced,0,0,11,6,1,high,none,1,Savings,Mobile,B240,3,6,4,0,1,1
TXN0004421,0,0,0,0,213,1,0,South,4,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,167,2.783333333333333,>2h,4,6,0,1,Success,687,0,Synced,0,0,4,6,0,moderate,none,0,Current,Mobile,B350,3,6,1,0,0,0
TXN0064455,0,0,0,0,855,2,0,South,4,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,161,2.683333333333333,>2h,4,6,0,1,Success,311,0,Synced,0,0,4,6,0,low,none,0,Current,Tablet,B505,3,6,1,0,0,0
TXN0037894,0,0,0,0,513,1,0,West,15,6,1,moderate,low,0,0,0,0,0,0,1,0,No_Error,0,176,2.933333333333333,>2h,15,6,0,1,Success,1094,0,Synced,0,0,15,6,0,high,none,1,Savings,Mobile,B344,3,6,2,0,0,1
TXN0097438,1,0,1,1,598,1,0,West,15,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,82,1.3666666666666667,1-2h,15,6,0,1,Failure,2163,3,Failed,1,1,15,6,0,very_high,high,4,Current,Tablet,B141,3,6,5,2,0,1
TXN0059477,0,0,0,0,788,1,0,East,5,6,1,moderate,low,0,1,0,0,0,0,0,0,No_Error,0,170,2.833333333333333,>2h,5,6,0,1,Success,541,0,Synced,0,0,5,6,0,moderate,none,0,Savings,Mobile,B386,3,6,1,0,0,0
TXN0083932,0,0,0,0,333,1,0,West,15,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,71,1.1833333333333331,1-2h,15,6,0,1,Success,1007,0,Synced,0,0,15,6,0,high,none,1,Current,Mobile,B582,3,6,2,0,0,1
TXN0032704,0,0,0,0,657,1,0,West,17,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,43,0.7166666666666667,30-60m,17,6,0,0,Success,1076,0,Synced,0,0,17,6,0,high,none,1,Current,Tablet,B320,3,6,1,0,0,1
TXN0065083,0,0,1,0,350,1,0,East,0,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,5,0.0833333333333333,<=15m,0,6,0,0,Failure,4214,1,Failed,1,0,0,6,0,very_high,low,3,Savings,Tablet,B229,3,6,3,1,0,1
TXN0064659,0,1,0,0,411,1,0,North,19,6,1,low,low,0,1,0,0,0,0,0,1,Address,0,294,4.9,>2h,19,6,0,2,Success,867,0,Synced,0,0,19,6,0,moderate,none,0,Savings,Tablet,B479,3,6,2,1,0,0
TXN0025665,1,1,0,1,2759,1,1,North,11,6,1,very_high,low,0,0,0,0,0,0,1,1,Address,1,239,3.983333333333333,>2h,11,6,1,3,Success,304,0,Synced,0,0,11,6,1,low,none,0,Savings,Tablet,B231,3,6,5,2,1,0
TXN0007320,0,0,0,0,1868,1,1,East,10,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,52,0.8666666666666667,30-60m,10,6,1,0,Success,468,0,Synced,0,0,10,6,1,low,none,0,Current,Mobile,B576,3,6,2,0,1,0
TXN0064556,0,0,1,1,318,3,0,North,18,6,1,low,high,0,0,0,0,0,0,0,0,No_Error,0,120,2.0,1-2h,18,6,0,1,Failure,4993,2,Failed,1,1,18,6,0,very_high,medium,4,Current,Mobile,B486,3,6,5,1,0,1
TXN0078646,1,0,0,0,2904,1,1,East,10,6,1,very_high,low,0,1,1,0,0,0,1,0,No_Error,0,56,0.9333333333333332,30-60m,10,6,1,0,Success,351,0,Synced,0,0,10,6,1,low,none,0,Current,Tablet,B312,3,6,2,1,1,0
TXN0098087,1,1,0,1,3476,1,1,East,11,6,1,very_high,low,1,0,0,0,0,1,1,1,DOB,1,120,2.0,1-2h,11,6,1,3,Success,908,0,Synced,0,0,11,6,1,moderate,none,0,Current,Mobile,B251,3,6,5,2,1,0
TXN0020454,0,0,0,0,1074,1,0,West,22,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,151,2.5166666666666666,>2h,22,6,0,1,Success,810,0,Synced,0,0,22,6,0,moderate,none,0,Current,Tablet,B449,3,6,1,0,1,0
TXN0062334,0,0,0,0,454,2,0,West,6,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,91,1.5166666666666666,1-2h,6,6,0,1,Success,1189,0,Synced,0,0,6,6,0,high,none,1,Savings,Tablet,B255,3,6,2,0,0,1
TXN0013401,1,0,0,0,957,1,0,South,4,6,1,moderate,low,0,0,0,0,0,0,1,0,No_Error,0,86,1.4333333333333331,1-2h,4,6,0,1,Success,855,0,Synced,0,0,4,6,0,moderate,none,0,Current,Tablet,B234,3,6,1,1,0,0
TXN0003656,0,0,0,0,559,1,0,East,20,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,146,2.433333333333333,>2h,20,6,0,1,Success,818,0,Synced,0,0,20,6,0,moderate,none,0,Savings,Tablet,B516,3,6,1,0,0,0
TXN0018822,0,1,0,0,895,1,0,South,1,6,1,moderate,low,0,1,0,0,0,0,0,1,Address,1,249,4.15,>2h,1,6,0,3,Success,1114,0,Synced,0,0,1,6,0,high,none,1,Savings,Tablet,B589,3,6,4,1,0,1
TXN0013810,0,0,0,0,673,3,0,North,12,6,1,moderate,high,1,0,0,0,1,0,0,0,No_Error,0,34,0.5666666666666667,30-60m,12,6,0,0,Success,679,0,Synced,0,0,12,6,0,moderate,none,0,Current,Tablet,B208,3,6,0,0,0,0
TXN0088747,0,1,0,0,1011,1,0,South,15,6,1,high,low,1,0,0,0,0,1,0,1,Address,0,110,1.8333333333333333,1-2h,15,6,0,2,Success,490,0,Synced,0,0,15,6,0,low,none,0,Current,Tablet,B412,3,6,2,1,1,0
TXN0019245,0,0,0,0,1141,1,0,North,1,6,1,high,low,0,0,1,0,0,0,0,0,No_Error,0,54,0.9,30-60m,1,6,0,0,Success,575,0,Synced,0,0,1,6,0,moderate,none,0,Current,Mobile,B368,3,6,0,0,1,0
TXN0075267,1,0,0,1,3440,1,1,South,10,6,1,very_high,low,0,1,0,0,0,1,1,0,No_Error,0,123,2.05,>2h,10,6,1,1,Success,577,0,Synced,0,0,10,6,1,moderate,none,0,Savings,Tablet,B566,3,6,3,1,1,0
TXN0077651,1,0,0,1,3895,1,1,South,11,6,1,very_high,low,0,1,1,0,0,0,1,0,No_Error,0,80,1.3333333333333333,1-2h,11,6,1,1,Success,896,0,Synced,0,0,11,6,1,moderate,none,0,Savings,Mobile,B543,3,6,3,1,1,0
TXN0081933,0,0,0,0,451,1,0,East,8,6,1,low,low,0,0,0,0,0,0,1,0,No_Error,0,49,0.8166666666666667,30-60m,8,6,0,0,Success,817,0,Synced,0,0,8,6,0,moderate,none,0,Savings,Tablet,B258,3,6,0,0,0,0
TXN0002357,0,0,0,0,523,1,0,East,7,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,57,0.95,30-60m,7,6,0,0,Success,736,0,Synced,0,0,7,6,0,moderate,none,0,Savings,Mobile,B520,3,6,0,0,0,0
TXN0032936,0,1,0,0,638,2,0,North,18,6,1,moderate,medium,0,0,0,0,0,0,0,1,Address,1,143,2.3833333333333333,>2h,18,6,0,3,Success,429,0,Synced,0,0,18,6,0,low,none,0,Current,Mobile,B301,3,6,3,1,0,0
TXN0066816,1,0,0,0,724,1,0,East,8,6,1,moderate,low,0,1,0,0,0,0,0,0,No_Error,0,39,0.65,30-60m,8,6,0,0,Success,674,0,Synced,0,0,8,6,0,moderate,none,0,Current,Mobile,B484,3,6,0,1,0,0
TXN0032469,0,1,0,0,1084,1,0,North,18,6,1,high,low,0,0,0,0,0,0,0,1,Address,1,176,2.933333333333333,>2h,18,6,0,3,Success,691,0,Synced,0,0,18,6,0,moderate,none,0,Current,Mobile,B228,3,6,3,1,1,0
TXN0022311,1,0,0,0,478,1,0,South,21,6,1,low,low,0,0,0,0,0,1,0,0,No_Error,0,100,1.6666666666666667,1-2h,21,6,0,1,Success,566,0,Synced,0,0,21,6,0,moderate,none,0,Savings,Mobile,B394,3,6,1,1,0,0
TXN0014181,0,1,0,0,1097,1,0,North,21,6,1,high,low,0,0,0,0,0,0,0,1,DOB,1,94,1.5666666666666669,1-2h,21,6,0,3,Success,1085,0,Synced,0,0,21,6,0,high,none,1,Savings,Tablet,B451,3,6,4,1,1,1
TXN0046818,0,0,0,0,491,1,0,South,0,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,98,1.6333333333333333,1-2h,0,6,0,1,Success,929,0,Synced,0,0,0,6,0,moderate,none,0,Savings,Mobile,B544,3,6,1,0,0,0
TXN0077012,0,0,0,1,527,1,0,West,21,6,1,moderate,low,0,1,0,0,0,0,0,0,No_Error,0,175,2.9166666666666665,>2h,21,6,0,1,Success,517,0,Synced,0,0,21,6,0,moderate,none,0,Savings,Mobile,B126,3,6,1,0,0,0
TXN0066644,0,1,0,0,974,1,0,South,3,6,1,moderate,low,0,0,0,0,0,0,0,1,DOB,0,82,1.3666666666666667,1-2h,3,6,0,2,Success,671,0,Synced,0,0,3,6,0,moderate,none,0,Current,Mobile,B190,3,6,2,1,0,0
TXN0092407,0,0,0,0,204,3,0,South,2,6,1,low,high,0,0,0,0,0,0,1,0,No_Error,0,9,0.15,<=15m,2,6,0,0,Success,536,0,Synced,0,0,2,6,0,moderate,none,0,Current,Tablet,B595,3,6,0,0,0,0
TXN0039526,0,0,0,0,293,1,0,West,6,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,138,2.3,>2h,6,6,0,1,Success,1124,0,Synced,0,0,6,6,0,high,none,1,Savings,Mobile,B236,3,6,2,0,0,1
TXN0011790,0,0,0,0,396,2,0,West,15,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,18,0.3,15-30m,15,6,0,0,Success,1124,0,Synced,0,0,15,6,0,high,none,1,Current,Tablet,B488,3,6,1,0,0,1
TXN0066485,1,0,0,0,1097,1,0,East,15,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,38,0.6333333333333333,30-60m,15,6,0,0,Success,306,0,Synced,0,0,15,6,0,low,none,0,Savings,Mobile,B543,3,6,0,1,1,0
TXN0096311,0,1,0,0,797,1,0,South,21,6,1,moderate,low,0,0,0,0,0,0,0,1,PAN,0,233,3.883333333333333,>2h,21,6,0,2,Success,1082,0,Synced,0,0,21,6,0,high,none,1,Current,Tablet,B315,3,6,3,1,0,1
TXN0055689,1,0,0,0,1060,2,0,East,22,6,1,high,medium,0,0,0,0,0,0,0,0,No_Error,0,24,0.4,15-30m,22,6,0,0,Success,916,0,Synced,0,0,22,6,0,moderate,none,0,Savings,Mobile,B170,3,6,0,1,1,0
TXN0044577,0,0,0,1,632,1,0,West,19,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,99,1.65,1-2h,19,6,0,1,Success,842,0,Synced,0,0,19,6,0,moderate,none,0,Savings,Mobile,B566,3,6,1,0,0,0
TXN0007067,0,1,0,0,257,1,0,West,5,6,1,low,low,0,0,0,0,0,0,0,1,KYC_ID,0,107,1.7833333333333334,1-2h,5,6,0,2,Success,621,0,Synced,0,0,5,6,0,moderate,none,0,Savings,Tablet,B456,3,6,2,1,0,0
TXN0032159,0,0,0,0,256,2,0,North,19,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,148,2.466666666666667,>2h,19,6,0,1,Success,558,0,Synced,0,0,19,6,0,moderate,none,0,Current,Tablet,B269,3,6,1,0,0,0
TXN0076479,1,0,0,0,2002,1,1,West,9,6,1,very_high,low,0,0,0,0,1,0,0,0,No_Error,0,80,1.3333333333333333,1-2h,9,6,1,1,Success,553,0,Synced,0,0,9,6,1,moderate,none,0,Current,Tablet,B364,3,6,3,1,1,0
TXN0093777,0,1,0,0,1036,1,0,South,17,6,1,high,low,0,0,0,0,0,0,0,1,DOB,0,221,3.683333333333333,>2h,17,6,0,2,Success,501,0,Synced,0,0,17,6,0,moderate,none,0,Savings,Mobile,B449,3,6,2,1,1,0
TXN0062138,0,0,0,0,300,3,0,North,1,6,1,low,high,0,0,0,0,0,0,1,0,No_Error,0,51,0.85,30-60m,1,6,0,0,Success,806,0,Synced,0,0,1,6,0,moderate,none,0,Current,Tablet,B166,3,6,0,0,0,0
TXN0061124,0,0,0,0,484,1,0,West,6,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,123,2.05,>2h,6,6,0,1,Success,696,0,Synced,0,0,6,6,0,moderate,none,0,Savings,Tablet,B362,3,6,1,0,0,0
TXN0029951,1,0,0,0,231,1,0,East,15,6,1,low,low,0,0,0,0,0,0,1,0,No_Error,0,59,0.9833333333333332,30-60m,15,6,0,0,Success,577,0,Synced,0,0,15,6,0,moderate,none,0,Savings,Mobile,B180,3,6,0,1,0,0
TXN0000928,0,0,0,0,415,1,0,North,4,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,79,1.3166666666666669,1-2h,4,6,0,1,Success,768,0,Synced,0,0,4,6,0,moderate,none,0,Current,Tablet,B475,3,6,1,0,0,0
TXN0084197,0,0,0,0,763,1,0,East,22,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,145,2.4166666666666665,>2h,22,6,0,1,Success,417,0,Synced,0,0,22,6,0,low,none,0,Savings,Mobile,B361,3,6,1,0,0,0
TXN0055955,1,0,0,1,3367,1,1,East,10,6,1,very_high,low,1,1,0,1,0,1,0,0,No_Error,0,174,2.9,>2h,10,6,1,1,Success,1187,0,Synced,0,0,10,6,1,high,none,1,Savings,Tablet,B483,3,6,4,1,1,1
TXN0097916,0,0,0,1,1562,1,1,South,10,6,1,high,low,1,0,1,0,0,0,0,0,No_Error,0,44,0.7333333333333333,30-60m,10,6,1,0,Success,807,0,Synced,0,0,10,6,1,moderate,none,0,Current,Mobile,B197,3,6,2,0,1,0
TXN0044754,0,0,0,0,772,1,0,South,17,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,152,2.533333333333333,>2h,17,6,0,1,Success,411,0,Synced,0,0,17,6,0,low,none,0,Current,Mobile,B239,3,6,1,0,0,0
TXN0019554,0,0,0,0,247,2,0,West,3,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,12,0.2,<=15m,3,6,0,0,Success,396,0,Synced,0,0,3,6,0,low,none,0,Current,Mobile,B127,3,6,0,0,0,0
TXN0054825,0,0,1,0,534,1,0,South,1,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,146,2.433333333333333,>2h,1,6,0,1,Failure,2949,1,Failed,1,1,1,6,0,very_high,low,4,Savings,Tablet,B269,3,6,5,1,0,1
TXN0038033,0,0,0,0,957,2,0,South,0,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,101,1.6833333333333331,1-2h,0,6,0,1,Success,999,0,Synced,0,0,0,6,0,moderate,none,0,Savings,Tablet,B373,3,6,1,0,0,0
TXN0076627,1,0,0,0,2118,3,1,East,10,6,1,very_high,high,1,1,0,0,0,1,0,0,No_Error,0,54,0.9,30-60m,10,6,1,0,Success,423,0,Synced,0,0,10,6,1,low,none,0,Savings,Tablet,B189,3,6,2,1,1,0
TXN0004385,0,0,0,0,355,1,0,West,4,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,171,2.85,>2h,4,6,0,1,Success,1030,0,Synced,0,0,4,6,0,high,none,1,Savings,Mobile,B470,3,6,2,0,0,1
TXN0038873,0,0,1,0,241,1,0,South,0,6,1,low,low,0,0,1,0,0,0,0,0,No_Error,0,170,2.833333333333333,>2h,0,6,0,1,Failure,4524,1,Failed,1,0,0,6,0,very_high,low,3,Savings,Mobile,B327,3,6,4,1,0,1
TXN0011535,1,0,0,0,2563,1,1,East,10,6,1,very_high,low,1,0,0,0,0,1,0,0,No_Error,0,49,0.8166666666666667,30-60m,10,6,1,0,Success,1084,0,Synced,0,0,10,6,1,high,none,1,Savings,Mobile,B537,3,6,3,1,1,1
TXN0095353,0,0,0,0,693,2,0,East,15,6,1,moderate,medium,0,0,1,0,0,0,0,0,No_Error,0,120,2.0,1-2h,15,6,0,1,Success,385,0,Synced,0,0,15,6,0,low,none,0,Savings,Mobile,B156,3,6,1,0,0,0
TXN0048400,0,0,0,0,235,1,0,East,2,6,1,low,low,1,0,1,0,0,0,0,0,No_Error,0,157,2.6166666666666667,>2h,2,6,0,1,Success,1171,0,Synced,0,0,2,6,0,high,none,1,Savings,Mobile,B516,3,6,2,0,0,1
TXN0008638,0,0,0,0,934,1,0,East,12,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,18,0.3,15-30m,12,6,0,0,Success,320,0,Synced,0,0,12,6,0,low,none,0,Savings,Mobile,B200,3,6,0,0,0,0
TXN0047493,1,0,0,0,904,2,0,South,13,6,1,moderate,medium,0,1,0,0,0,0,0,0,No_Error,0,120,2.0,1-2h,13,6,0,1,Success,970,0,Synced,0,0,13,6,0,moderate,none,0,Savings,Mobile,B477,3,6,1,1,0,0
TXN0063158,0,1,0,0,324,1,0,North,12,6,1,low,low,0,0,0,0,0,1,0,1,Address,0,122,2.033333333333333,>2h,12,6,0,2,Success,938,0,Synced,0,0,12,6,0,moderate,none,0,Savings,Mobile,B323,3,6,2,1,0,0
TXN0058679,0,0,1,1,825,1,0,North,1,6,1,moderate,low,0,0,0,0,0,0,1,0,No_Error,0,58,0.9666666666666668,30-60m,1,6,0,0,Failure,2756,2,Failed,1,0,1,6,0,very_high,medium,3,Current,Mobile,B205,3,6,3,1,0,1
TXN0042194,0,0,1,1,2236,2,1,West,11,6,1,very_high,medium,0,0,0,1,0,0,0,0,No_Error,0,152,2.533333333333333,>2h,11,6,1,1,Failure,3936,1,Failed,1,1,11,6,1,very_high,low,4,Current,Tablet,B331,3,6,7,1,1,1
TXN0017919,1,0,0,0,935,1,0,North,23,6,1,moderate,low,0,0,0,0,1,0,0,0,No_Error,0,170,2.833333333333333,>2h,23,6,0,1,Success,695,0,Synced,0,0,23,6,0,moderate,none,0,Current,Mobile,B373,3,6,1,1,0,0
TXN0075941,0,0,0,0,2372,1,1,South,9,6,1,very_high,low,0,0,0,0,0,0,0,0,No_Error,0,86,1.4333333333333331,1-2h,9,6,1,1,Success,781,0,Synced,0,0,9,6,1,moderate,none,0,Savings,Tablet,B304,3,6,3,0,1,0
TXN0070547,0,0,0,1,595,2,0,East,1,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,5,0.0833333333333333,<=15m,1,6,0,0,Success,539,0,Synced,0,0,1,6,0,moderate,none,0,Current,Mobile,B243,3,6,0,0,0,0
TXN0094194,1,0,0,0,868,3,0,South,3,6,1,moderate,high,0,0,0,0,0,1,0,0,No_Error,0,36,0.6,30-60m,3,6,0,0,Success,910,0,Synced,0,0,3,6,0,moderate,none,0,Current,Tablet,B483,3,6,0,1,0,0
TXN0023141,1,0,1,0,1184,2,0,West,23,6,1,high,medium,1,0,1,0,0,0,0,0,No_Error,0,15,0.25,<=15m,23,6,0,0,Failure,2024,3,Failed,1,1,23,6,0,very_high,high,4,Savings,Mobile,B256,3,6,4,2,1,1
TXN0043761,0,0,0,0,1594,1,1,West,10,6,1,high,low,1,1,1,0,0,0,0,0,No_Error,0,125,2.083333333333333,>2h,10,6,1,1,Success,1078,0,Synced,0,0,10,6,1,high,none,1,Current,Tablet,B475,3,6,4,0,1,1
TXN0004103,0,0,0,1,3694,1,1,West,10,6,1,very_high,low,0,1,0,1,0,1,1,0,No_Error,0,153,2.55,>2h,10,6,1,1,Success,492,0,Synced,0,0,10,6,1,low,none,0,Current,Mobile,B498,3,6,3,0,1,0
TXN0088725,0,0,0,0,595,1,0,West,7,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,105,1.75,1-2h,7,6,0,1,Success,689,0,Synced,0,0,7,6,0,moderate,none,0,Current,Mobile,B312,3,6,1,0,0,0
TXN0037447,0,0,0,0,242,2,0,North,23,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,145,2.4166666666666665,>2h,23,6,0,1,Success,726,0,Synced,0,0,23,6,0,moderate,none,0,Savings,Mobile,B263,3,6,1,0,0,0
TXN0006748,1,1,0,0,3765,1,1,North,10,6,1,very_high,low,1,0,0,0,0,1,1,1,KYC_ID,0,277,4.616666666666666,>2h,10,6,1,2,Success,837,0,Synced,0,0,10,6,1,moderate,none,0,Current,Mobile,B264,3,6,4,2,1,0
TXN0036464,0,0,0,0,480,1,0,East,19,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,141,2.35,>2h,19,6,0,1,Success,1148,0,Synced,0,0,19,6,0,high,none,1,Current,Mobile,B465,3,6,2,0,0,1
TXN0051130,1,1,0,1,1716,3,1,West,11,6,1,high,high,0,0,0,0,0,1,1,1,PAN,0,283,4.716666666666667,>2h,11,6,1,2,Success,496,0,Synced,0,0,11,6,1,low,none,0,Savings,Tablet,B285,3,6,4,2,1,0
TXN0008710,0,1,0,0,627,2,0,South,2,6,1,moderate,medium,0,0,0,0,0,0,0,1,PAN,1,113,1.8833333333333333,1-2h,2,6,0,3,Success,603,0,Synced,0,0,2,6,0,moderate,none,0,Savings,Mobile,B254,3,6,3,1,0,0
TXN0095184,1,0,1,0,906,1,0,West,17,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,34,0.5666666666666667,30-60m,17,6,0,0,Failure,3297,2,Failed,1,0,17,6,0,very_high,medium,3,Current,Mobile,B285,3,6,3,2,0,1
TXN0068145,0,0,0,0,437,2,0,East,22,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,171,2.85,>2h,22,6,0,1,Success,865,0,Synced,0,0,22,6,0,moderate,none,0,Current,Mobile,B512,3,6,1,0,0,0
TXN0032055,0,0,0,1,614,2,0,North,8,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,160,2.6666666666666665,>2h,8,6,0,1,Success,792,0,Synced,0,0,8,6,0,moderate,none,0,Savings,Tablet,B564,3,6,1,0,0,0
TXN0095730,0,0,0,0,1014,1,0,North,5,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,135,2.25,>2h,5,6,0,1,Success,711,0,Synced,0,0,5,6,0,moderate,none,0,Savings,Tablet,B391,3,6,1,0,1,0
TXN0048658,1,0,0,1,3868,1,1,West,11,6,1,very_high,low,1,1,0,1,0,1,1,0,No_Error,0,155,2.583333333333333,>2h,11,6,1,1,Success,355,0,Synced,0,0,11,6,1,low,none,0,Current,Tablet,B121,3,6,3,1,1,0
TXN0031595,0,0,0,0,704,1,0,West,1,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,128,2.1333333333333333,>2h,1,6,0,1,Success,337,0,Synced,0,0,1,6,0,low,none,0,Savings,Mobile,B509,3,6,1,0,0,0
TXN0059277,1,0,0,0,1158,1,0,North,1,6,1,high,low,0,0,0,0,0,0,1,0,No_Error,0,18,0.3,15-30m,1,6,0,0,Success,394,0,Synced,0,0,1,6,0,low,none,0,Savings,Tablet,B528,3,6,0,1,1,0
TXN0033468,1,0,0,1,1155,1,0,North,12,6,1,high,low,0,0,0,0,0,0,1,0,No_Error,0,38,0.6333333333333333,30-60m,12,6,0,0,Success,431,0,Synced,0,0,12,6,0,low,none,0,Current,Mobile,B287,3,6,0,1,1,0
TXN0090528,0,0,0,0,822,2,0,West,15,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,14,0.2333333333333333,<=15m,15,6,0,0,Success,1131,0,Synced,0,0,15,6,0,high,none,1,Current,Tablet,B436,3,6,1,0,0,1
TXN0021147,1,0,0,1,877,1,0,North,20,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,86,1.4333333333333331,1-2h,20,6,0,1,Success,309,0,Synced,0,0,20,6,0,low,none,0,Current,Tablet,B108,3,6,1,1,0,0
